ID,title,paymentMethod,couponDiscount,purchaseValue,giftwrapping,throughAffiliate,shippingFees,dvd,blueray,vinyl,videogame,videogameDownload,tvEquiment,prodOthers,prodSecondHand,returnCustomer
6774,Others,Invoice,0,2,0,0,0,0,0,0,0,0,0,0,0,0
6775,Company,Invoice,1,4,0,1,0,0,1,0,0,0,0,0,0,1
6777,Mr,Current Account,1,1,0,1,0,1,0,0,0,0,0,0,0,0
6778,Mr,Invoice,0,2,0,1,1,0,0,0,0,0,0,0,0,0
6779,Mr,Cash,0,4,0,1,0,0,0,0,0,0,0,0,0,0
6780,Mrs,Current Account,1,1,0,1,0,1,0,0,0,0,0,0,0,0
6781,Mr,Invoice,0,4,0,0,0,0,0,0,0,0,0,0,0,0
6782,Company,Invoice,0,4,0,0,0,3,0,0,0,0,0,0,1,0
6783,Mrs,Cash,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6784,Mr,Invoice,0,3,0,1,0,0,0,0,0,0,0,0,0,0
6789,Mr,Invoice,0,3,0,0,0,0,0,0,0,0,0,0,0,0
6790,Company,Current Account,0,5,0,0,0,0,0,0,0,0,0,0,0,1
6791,Mr,Current Account,0,2,0,0,0,0,0,0,0,0,0,0,0,0
6792,Others,Current Account,0,4,0,0,0,0,3,0,0,0,0,0,0,1
6793,Mr,Invoice,0,4,0,0,0,1,1,0,0,0,0,0,0,1
6794,Mrs,Cash,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6795,Mrs,Cash,0,2,0,0,0,0,0,0,0,0,0,0,0,0
6796,Others,Invoice,0,4,0,1,0,0,0,0,0,0,0,0,0,0
6797,Company,Current Account,0,4,0,0,0,0,0,0,0,0,0,0,0,1
6798,Mr,Invoice,0,3,0,0,1,0,2,0,0,0,0,0,1,0
6799,Company,Invoice,0,5,0,1,0,2,0,0,0,0,0,0,0,1
6800,Mrs,Invoice,1,1,0,1,0,0,2,0,0,0,0,0,0,0
6801,Mrs,Current Account,0,4,0,1,0,0,0,0,0,0,0,0,0,0
6802,Mr,Cash,0,4,0,0,0,0,0,0,0,0,0,0,0,0
6803,Mr,Invoice,1,2,0,1,0,2,0,0,0,0,0,0,0,0
6804,Mr,Current Account,0,5,0,1,0,0,0,2,0,0,0,0,0,0
6806,Mr,Credit Card,0,5,0,1,0,1,3,0,0,0,0,0,0,0
6807,Mr,Cash,0,2,0,0,0,0,0,0,0,0,0,0,0,0
6808,Mrs,Current Account,0,3,0,0,1,1,0,0,0,0,0,0,0,0
6810,Mrs,Invoice,0,4,0,0,0,0,0,0,0,0,0,0,0,0
6812,Mrs,Invoice,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6813,Mr,Credit Card,0,2,0,0,1,1,0,0,0,0,0,0,0,0
6814,Others,Invoice,1,1,0,1,0,0,2,0,0,0,0,0,0,0
6815,Mr,Cash,0,2,0,0,0,0,0,1,0,0,0,0,0,1
6816,Mr,Current Account,0,5,0,1,0,3,0,2,0,0,0,0,0,1
6818,Mr,Cash,0,4,0,1,0,1,0,1,1,0,0,0,0,0
6819,Mrs,Invoice,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6820,Others,Current Account,0,3,0,0,0,2,0,0,0,0,0,0,0,0
6821,Mr,Invoice,0,3,0,0,0,0,0,0,0,0,0,0,0,0
6824,Company,Invoice,0,4,0,1,0,1,0,0,0,0,0,0,0,0
6825,Mr,Credit Card,0,3,0,0,0,0,3,0,0,0,0,0,0,0
6826,Mr,Cash,0,1,0,1,0,1,0,0,0,0,0,0,0,0
6827,Mrs,Cash,0,2,0,1,0,0,0,0,0,0,0,0,0,1
6828,Mr,Invoice,0,4,0,0,0,0,2,0,0,0,0,0,0,0
6829,Mr,Invoice,0,2,0,0,1,0,0,0,0,0,0,0,0,0
6830,Mr,Current Account,0,4,0,1,0,2,0,0,0,0,0,0,0,1
6831,Mrs,Current Account,1,1,0,1,1,0,0,0,0,0,0,0,0,0
6832,Mr,Invoice,1,2,0,1,0,0,2,0,0,0,0,0,0,0
6833,Mrs,Current Account,0,4,0,0,0,1,0,0,0,0,0,0,0,0
6834,Others,Invoice,0,2,0,0,1,1,0,0,0,0,0,0,1,0
6835,Mr,Invoice,0,4,0,0,0,1,2,0,0,0,0,0,0,0
6836,Mr,Current Account,0,2,0,0,0,0,0,0,0,0,0,0,0,0
6837,Mrs,Credit Card,0,4,1,0,0,0,3,0,0,0,0,0,0,0
6839,Mr,Invoice,0,3,0,0,0,0,0,0,0,0,0,0,0,0
6840,Mrs,Current Account,0,1,0,1,1,1,0,0,0,0,0,0,0,0
6841,Mrs,Invoice,0,3,0,1,0,0,0,0,0,0,0,0,0,0
6842,Mr,Invoice,0,4,0,0,0,0,1,0,0,0,0,0,0,0
6843,Mr,Cash,0,2,0,0,0,0,0,0,0,0,0,0,0,0
6844,Mr,Invoice,0,5,0,0,0,5,0,0,0,0,0,0,0,0
6846,Mrs,Current Account,0,4,0,1,0,0,1,0,0,0,0,0,0,0
6847,Mr,Current Account,0,2,0,0,0,0,0,0,0,1,0,0,0,1
6848,Mr,Invoice,1,1,0,1,0,1,0,0,0,0,0,0,0,0
6849,Mr,Current Account,0,4,0,0,0,1,2,0,0,0,0,0,0,0
6850,Mr,Invoice,0,2,0,0,1,0,0,1,0,0,0,0,1,0
6851,Mr,Invoice,0,4,0,1,0,0,2,0,0,0,0,0,0,0
6852,Mr,Cash,0,4,0,1,0,1,0,0,0,0,0,0,0,1
6853,Mrs,Credit Card,0,2,0,0,1,1,0,0,0,0,0,0,0,0
6854,Others,Invoice,0,2,0,0,1,0,1,0,0,0,0,0,0,0
6855,Mrs,Credit Card,0,2,0,0,1,0,0,0,0,0,0,0,0,1
6857,Mrs,Current Account,0,2,0,1,1,0,0,0,0,0,0,0,0,0
6859,Mr,Invoice,0,4,0,0,0,0,0,0,0,0,0,0,0,1
6860,Others,Invoice,0,4,0,0,0,0,0,0,0,0,0,0,0,0
6862,Mrs,Invoice,0,3,0,1,0,1,0,0,0,0,0,0,0,0
6863,Others,Invoice,0,4,0,1,0,0,0,3,0,0,0,0,0,1
6864,Mrs,Credit Card,0,4,0,1,0,0,0,0,0,0,0,0,0,0
6865,Mr,Current Account,0,4,0,0,0,2,0,0,0,0,0,0,0,0
6866,Mr,Credit Card,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6867,Mrs,Invoice,0,2,0,0,1,0,0,0,0,0,0,0,0,0
6868,Mr,Credit Card,1,2,0,1,0,1,0,0,0,0,0,0,0,0
6870,Others,Current Account,0,1,0,0,0,0,0,0,0,1,0,0,0,1
6871,Mr,Invoice,0,3,0,0,0,1,0,1,0,0,0,0,0,0
6872,Mr,Invoice,0,4,0,0,0,4,0,0,0,0,0,0,0,0
6873,Company,Invoice,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6874,Mr,Current Account,0,4,0,0,0,1,0,0,0,0,0,0,0,1
6875,Mr,Invoice,0,2,0,0,1,1,0,0,0,0,0,0,0,0
6876,Mr,Current Account,0,2,0,0,0,0,0,0,0,1,0,0,0,1
6877,Mr,Invoice,0,3,0,1,0,0,0,0,0,0,0,0,0,0
6878,Mr,Current Account,1,1,0,1,0,1,0,0,0,0,0,0,0,0
6879,Mr,Current Account,1,1,0,0,0,0,0,0,0,1,0,0,0,0
6880,Mrs,Invoice,1,3,0,0,0,1,0,0,0,0,0,0,0,0
6881,Mrs,Invoice,1,1,0,1,1,0,0,0,0,0,0,0,0,0
6882,Mr,Invoice,0,1,0,0,1,0,1,0,0,0,0,0,0,0
6883,Others,Invoice,0,2,0,1,1,0,0,0,0,0,0,0,0,0
6884,Mr,Invoice,0,4,0,0,0,0,0,2,0,0,0,0,0,0
6885,Company,Current Account,0,3,0,0,0,1,0,0,0,0,0,0,0,0
6886,Mr,Cash,0,4,0,1,0,1,0,0,0,0,0,0,0,0
6887,Others,Credit Card,0,4,0,0,0,0,2,0,0,0,0,0,0,0
6888,Company,Invoice,1,1,0,1,0,0,0,0,0,0,0,0,0,0
6889,Mr,Current Account,0,1,0,0,0,0,0,0,0,1,0,0,0,1
6890,Others,Current Account,0,5,0,1,0,3,1,0,0,0,0,0,0,0
6891,Mr,Invoice,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6892,Others,Current Account,0,3,0,0,0,1,0,0,0,0,0,0,0,0
6893,Mrs,Credit Card,1,5,0,0,1,0,0,0,0,0,0,1,0,0
6895,Mr,Current Account,0,5,0,0,0,0,0,0,0,0,0,0,0,0
6896,Mr,Invoice,1,1,0,1,0,0,0,0,0,0,0,0,0,0
6897,Mr,Credit Card,1,3,0,0,0,0,0,0,0,1,0,0,0,0
6898,Company,Current Account,0,4,0,0,0,0,0,0,0,0,0,0,0,0
6899,Mr,Invoice,0,3,0,0,0,0,0,0,0,0,0,0,0,0
6900,Mrs,Invoice,0,1,0,0,0,0,0,0,0,1,0,0,0,1
6901,Mr,Current Account,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6902,Mr,Credit Card,1,2,0,0,0,0,0,0,0,1,0,0,0,0
6903,Others,Credit Card,0,3,0,0,0,0,0,0,0,0,0,0,0,0
6904,Company,Invoice,0,3,0,0,0,0,0,0,0,0,0,0,0,0
6905,Mrs,Credit Card,0,4,0,0,0,0,0,0,0,0,0,0,0,0
6906,Others,Current Account,0,2,0,1,1,0,0,0,0,0,0,0,0,1
6907,Mrs,Invoice,1,1,0,0,0,0,0,0,0,1,0,0,0,0
6908,Mr,Invoice,1,1,0,1,0,1,0,0,0,0,0,0,0,0
6909,Others,Current Account,0,4,0,0,0,0,0,0,0,0,0,1,1,1
6910,Company,Current Account,0,2,0,0,0,0,0,0,0,0,0,0,0,0
6912,Mrs,Credit Card,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6913,Mrs,Cash,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6914,Mr,Credit Card,0,4,0,0,0,0,1,0,0,0,0,0,0,0
6916,Mrs,Credit Card,0,3,0,0,0,0,0,0,0,0,0,0,0,0
6917,Mrs,Invoice,0,4,0,0,0,0,0,2,0,0,0,0,0,0
6919,Mrs,Invoice,0,5,0,1,0,0,0,2,0,0,0,0,0,0
6920,Mrs,Invoice,0,4,0,1,0,0,0,1,0,0,0,0,0,1
6921,Company,Invoice,0,4,0,0,0,0,0,0,0,0,0,0,0,0
6922,Mrs,Credit Card,1,3,0,0,0,0,1,0,0,0,0,0,0,0
6923,Mrs,Current Account,0,5,0,1,0,2,0,0,0,0,0,0,0,1
6924,Others,Cash,0,2,0,0,0,0,1,0,0,0,0,0,0,1
6925,Mr,Current Account,0,4,0,0,0,1,0,0,0,0,0,1,0,0
6928,Mr,Invoice,0,4,0,1,0,0,1,0,0,0,0,0,0,0
6929,Mrs,Current Account,0,3,0,0,0,1,0,0,0,0,0,0,0,1
6930,Mrs,Invoice,0,3,0,0,0,2,0,0,0,0,0,0,0,0
6932,Mr,Cash,0,4,0,1,0,0,0,0,0,0,0,0,0,1
6933,Mr,Current Account,0,2,0,0,1,0,1,0,0,0,0,0,0,1
6934,Mrs,Credit Card,0,3,0,1,0,0,0,0,0,0,0,0,0,0
6935,Others,Invoice,0,3,0,1,1,0,2,0,0,0,0,0,0,0
6936,Mr,Invoice,1,5,0,0,0,0,0,0,0,0,0,0,0,0
6937,Company,Invoice,0,2,0,0,1,0,0,0,0,0,0,0,0,1
6939,Mr,Invoice,1,4,0,0,0,1,0,0,0,0,0,0,0,1
6940,Mr,Invoice,0,3,0,0,0,1,0,0,0,0,0,0,0,0
6941,Others,Current Account,0,4,0,0,0,0,0,0,0,0,0,0,0,0
6942,Mr,Invoice,0,4,0,0,0,2,0,0,0,0,0,0,0,0
6943,Mr,Invoice,0,4,0,0,0,1,0,0,0,0,0,0,0,0
6944,Company,Invoice,0,5,0,0,0,0,0,0,0,0,0,0,0,0
6945,Mr,Cash,0,4,0,1,0,2,1,0,0,0,0,0,0,1
6946,Mr,Invoice,0,4,0,1,0,1,0,0,0,0,0,0,0,0
6948,Mr,Invoice,0,3,0,0,0,0,0,1,0,0,0,0,0,1
6949,Mrs,Current Account,0,2,0,0,0,0,0,0,0,0,0,0,0,0
6950,Mr,Cash,0,1,0,1,0,0,0,0,0,0,0,0,0,1
6951,Mrs,Credit Card,1,3,0,0,0,0,0,0,0,0,0,0,0,0
6952,Others,Cash,0,4,0,1,0,0,4,0,0,0,0,0,0,1
6953,Mr,Cash,0,2,0,1,0,0,0,0,1,0,0,0,0,0
6954,Mr,Invoice,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6955,Mrs,Credit Card,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6956,Mrs,Credit Card,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6957,Mrs,Invoice,0,1,0,0,1,1,0,0,0,0,0,0,0,0
6958,Mr,Credit Card,0,5,0,0,0,4,0,0,0,0,0,0,0,0
6959,Mr,Invoice,0,5,0,0,0,2,0,0,0,0,0,0,0,0
6960,Others,Current Account,0,4,0,1,0,1,0,0,0,0,0,0,0,0
6961,Others,Invoice,0,1,0,0,1,0,0,1,0,0,0,0,0,0
6962,Mr,Cash,0,3,0,1,0,1,0,0,0,0,0,0,0,0
6963,Company,Credit Card,0,4,0,0,0,0,1,0,0,0,0,0,0,0
6964,Mrs,Cash,0,3,0,0,0,0,0,0,0,0,0,0,0,0
6966,Mrs,Invoice,0,3,0,0,0,0,0,0,0,0,0,0,0,0
6968,Mrs,Current Account,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6969,Mr,Invoice,0,3,0,1,0,0,0,0,0,0,0,0,0,0
6971,Mr,Invoice,0,5,0,1,0,3,0,0,0,0,0,0,0,1
6972,Mrs,Invoice,0,3,0,0,0,0,0,1,0,0,0,0,0,1
6973,Mrs,Credit Card,0,3,0,1,0,1,0,0,0,0,0,0,0,0
6974,Mr,Cash,0,2,0,0,0,0,0,0,0,0,0,0,0,0
6975,Mr,Cash,0,5,0,1,0,1,0,0,0,0,0,0,0,0
6976,Mr,Current Account,0,4,0,1,0,0,0,0,0,0,0,0,0,0
6978,Mr,Invoice,0,3,0,1,0,2,0,0,0,0,0,0,0,0
6979,Mrs,Current Account,0,3,0,0,0,0,0,0,0,0,0,0,0,0
6980,Mrs,Invoice,0,3,0,1,0,1,0,0,0,0,0,0,0,0
6981,Mrs,Current Account,1,1,0,0,0,0,0,0,0,1,0,0,0,0
6982,Company,Credit Card,0,3,0,0,0,0,0,0,0,0,0,0,0,0
6983,Mr,Invoice,0,5,0,1,0,3,3,0,0,0,0,0,0,0
6987,Mrs,Current Account,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6989,Mrs,Cash,0,5,0,1,0,4,0,0,0,0,0,0,0,0
6990,Mrs,Credit Card,0,2,0,0,0,0,0,0,0,1,0,0,0,0
6991,Others,Current Account,1,3,0,0,0,2,0,0,0,0,0,0,0,1
6992,Others,Cash,0,2,0,1,0,1,0,0,0,0,0,0,0,1
6993,Mr,Invoice,0,5,0,1,0,0,0,4,0,0,0,0,0,0
6994,Company,Credit Card,0,4,0,1,0,1,0,0,0,0,0,0,0,1
6995,Mr,Credit Card,0,3,0,0,0,0,0,0,0,0,0,0,0,0
6996,Mr,Cash,0,2,0,1,0,0,2,0,0,0,0,0,0,1
6997,Mrs,Current Account,0,5,0,1,0,0,0,4,0,0,0,0,0,0
6998,Others,Invoice,1,4,0,0,0,2,1,0,0,0,0,0,0,0
6999,Mr,Current Account,1,3,0,1,0,1,0,0,0,0,0,0,0,0
7000,Mrs,Current Account,0,1,0,0,0,0,0,0,0,0,0,0,0,1
7001,Mrs,Invoice,1,1,0,0,0,0,0,0,0,0,0,0,0,0
7002,Mrs,Invoice,0,5,0,0,0,0,0,3,0,0,0,0,0,0
7003,Mrs,Invoice,0,2,0,0,1,0,0,0,0,0,0,0,0,0
7004,Mr,Invoice,0,2,0,0,1,0,0,0,0,0,0,0,0,0
7005,Mr,Invoice,0,3,0,0,1,0,0,0,0,0,0,0,0,0
7006,Mrs,Current Account,1,4,0,0,0,1,2,0,0,0,0,0,0,0
7007,Others,Current Account,0,4,0,1,0,1,0,0,0,0,0,0,0,0
7008,Mrs,Invoice,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7009,Mr,Credit Card,0,4,0,0,0,0,1,0,0,0,0,0,0,0
7010,Mr,Invoice,0,3,0,0,1,0,0,0,0,0,0,0,0,0
7011,Others,Invoice,0,4,0,1,0,2,0,0,0,0,0,0,0,0
7012,Mrs,Invoice,0,2,0,0,1,0,0,0,0,0,0,0,0,0
7013,Company,Cash,0,4,0,1,0,0,0,0,0,0,0,0,0,0
7014,Mr,Invoice,0,2,0,1,1,0,0,1,0,0,0,0,0,0
7015,Mr,Cash,0,4,0,1,0,1,0,0,0,0,0,0,0,0
7016,Mr,Invoice,0,5,0,1,0,2,2,0,0,0,0,0,0,0
7017,Others,Invoice,1,1,0,0,0,1,0,0,0,0,0,0,0,0
7018,Mr,Cash,0,4,0,1,0,1,2,0,0,0,0,0,0,0
7019,Mr,Current Account,1,3,0,1,0,1,2,0,0,0,0,0,0,0
7020,Mrs,Invoice,0,4,0,0,0,0,0,0,0,0,0,0,0,0
7021,Mr,Cash,0,3,0,1,0,1,0,0,0,0,0,0,0,1
7022,Mrs,Invoice,0,2,0,0,1,0,1,0,0,0,0,0,0,0
7023,Company,Cash,0,4,0,0,0,1,0,0,0,0,0,0,0,0
7024,Mrs,Invoice,0,2,0,0,1,0,0,0,0,0,0,0,0,0
7025,Mr,Invoice,0,4,0,1,0,2,0,0,0,0,0,0,0,0
7027,Mr,Invoice,1,1,0,1,0,1,0,0,0,0,0,0,0,0
7029,Mr,Invoice,0,4,0,1,0,0,0,0,0,0,0,0,0,0
7030,Mr,Invoice,1,1,0,1,0,1,0,0,0,0,0,0,0,0
7031,Mr,Invoice,0,4,0,0,0,1,0,0,0,0,0,0,0,0
7032,Mrs,Invoice,1,1,0,0,0,0,0,0,0,0,0,0,0,0
7034,Mr,Cash,0,3,0,0,0,1,0,0,0,0,0,0,0,0
7035,Mr,Current Account,0,1,0,0,0,0,0,0,0,1,0,0,0,0
7036,Mrs,Credit Card,0,2,0,0,0,0,0,0,0,0,0,0,0,0
7037,Mrs,Invoice,0,3,0,0,1,0,2,0,0,0,0,0,0,0
7038,Mrs,Invoice,0,3,0,0,0,0,0,0,0,0,0,0,0,0
7039,Mr,Cash,0,3,0,1,0,0,3,0,0,0,0,0,0,0
7040,Mrs,Cash,0,1,0,0,0,0,0,0,0,0,0,1,0,0
7041,Mr,Invoice,0,2,0,0,1,0,0,0,0,0,0,0,0,0
7044,Mrs,Invoice,0,4,0,1,0,1,0,0,0,0,0,0,0,0
7045,Mr,Current Account,0,1,0,0,1,1,0,0,0,0,0,0,1,0
7046,Mr,Cash,0,5,0,1,0,2,0,0,0,0,0,0,0,0
7048,Mr,Invoice,0,3,0,1,1,0,0,0,0,0,0,0,0,0
7049,Mrs,Invoice,0,4,0,0,0,0,0,0,0,0,0,0,0,0
7050,Mrs,Invoice,0,4,0,0,0,1,0,0,0,0,0,0,0,0
7051,Others,Current Account,0,4,0,1,0,1,0,0,0,0,0,0,0,0
7053,Mr,Invoice,0,3,0,0,1,0,0,0,0,0,0,0,0,0
7054,Mr,Invoice,0,4,0,1,0,0,0,0,0,0,0,1,0,0
7055,Mrs,Cash,0,2,0,1,0,0,1,0,0,0,0,0,0,1
7056,Mr,Current Account,0,2,0,0,1,1,0,0,0,0,0,0,0,0
7057,Mr,Invoice,0,3,0,0,0,1,0,0,0,0,0,0,0,0
7059,Mrs,Invoice,0,2,0,1,1,0,0,1,0,0,0,0,0,0
7060,Mrs,Current Account,0,2,0,0,0,0,0,0,0,0,0,0,0,1
7062,Mrs,Credit Card,0,3,0,1,0,0,0,0,0,0,0,0,0,0
7063,Mr,Invoice,0,4,0,0,0,0,0,0,0,0,0,1,0,0
7064,Mrs,Invoice,0,4,0,0,0,1,0,0,0,0,0,0,0,0
7065,Mr,Invoice,0,1,0,0,1,1,0,0,0,0,0,0,1,0
7067,Others,Current Account,0,4,0,0,0,2,0,0,0,0,0,0,0,1
7068,Mr,Current Account,0,3,0,1,0,0,2,0,0,0,0,0,0,0
7069,Mrs,Cash,0,5,0,1,0,0,4,0,0,0,0,0,0,0
7070,Mrs,Current Account,0,2,0,0,1,0,0,0,0,0,0,0,0,0
7071,Mr,Invoice,1,1,0,1,0,1,0,0,0,0,0,0,0,0
7072,Mrs,Cash,0,3,0,1,0,0,0,1,0,0,0,0,0,1
7073,Mr,Cash,0,2,0,0,0,0,0,0,1,0,0,0,0,0
7074,Mrs,Credit Card,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7075,Company,Invoice,1,4,0,0,0,1,1,0,0,0,0,0,0,0
7076,Company,Invoice,0,2,0,0,1,0,0,0,0,0,0,0,0,0
7077,Mr,Current Account,0,3,0,0,0,0,0,0,0,0,0,0,0,0
7079,Mr,Cash,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7080,Mrs,Credit Card,0,1,0,0,0,1,0,0,0,0,0,0,0,0
7081,Mr,Current Account,0,4,0,1,0,1,0,0,0,0,0,0,0,0
7082,Mrs,Credit Card,0,3,0,1,0,0,0,0,0,0,0,1,0,0
7083,Mr,Credit Card,0,5,0,1,0,0,2,0,1,0,0,0,0,1
7084,Mrs,Credit Card,0,4,0,0,0,0,0,0,0,0,0,0,0,0
7085,Mr,Invoice,1,1,0,1,0,0,1,0,0,0,0,0,0,0
7086,Mrs,Current Account,0,5,0,0,0,1,0,0,0,0,0,0,0,0
7087,Others,Credit Card,0,2,0,0,1,0,0,0,0,0,0,0,0,0
7088,Mr,Cash,0,3,0,1,0,2,0,0,0,0,0,0,0,1
7089,Mrs,Current Account,0,1,0,0,0,0,0,0,0,1,0,0,0,0
7090,Mr,Invoice,0,3,0,1,0,1,0,0,0,0,0,0,0,0
7091,Mrs,Current Account,0,1,0,0,0,0,0,0,0,0,0,0,0,1
7092,Mrs,Current Account,0,2,0,0,0,0,0,0,0,0,0,0,0,0
7093,Mr,Credit Card,0,2,0,0,1,0,0,1,0,0,0,0,1,1
7094,Mrs,Current Account,0,5,0,1,0,1,0,0,0,0,0,0,0,0
7095,Mrs,Current Account,0,5,0,1,0,2,0,0,0,0,0,0,0,0
7097,Company,Invoice,0,2,0,0,0,0,0,0,0,0,0,0,0,0
7098,Mr,Current Account,1,4,0,1,0,0,0,0,0,0,0,0,0,0
7099,Mrs,Invoice,0,2,0,0,1,0,0,0,0,0,0,0,0,0
7100,Others,Cash,0,3,0,1,0,0,2,0,0,0,0,0,0,0
7101,Mr,Credit Card,0,3,0,0,0,0,0,0,0,0,0,0,0,0
7102,Mr,Credit Card,0,3,0,0,0,2,0,0,0,0,0,0,1,1
7103,Others,Current Account,0,3,0,0,0,0,0,0,0,0,0,0,0,1
7104,Mr,Current Account,0,5,0,0,0,2,0,0,0,0,0,0,0,0
7105,Mrs,Credit Card,0,2,0,0,1,0,0,0,0,0,0,0,0,0
7106,Mr,Invoice,0,4,0,0,0,0,0,0,0,0,0,0,0,0
7107,Others,Current Account,0,2,0,1,1,0,0,3,0,0,0,0,0,0
7108,Mr,Current Account,1,1,0,1,0,1,0,0,0,0,0,0,0,0
7109,Mr,Invoice,0,4,0,0,0,0,0,0,0,0,0,0,0,0
7110,Mrs,Cash,0,4,0,0,0,0,2,0,0,0,0,0,0,0
7111,Mr,Current Account,0,4,0,0,0,0,0,0,0,0,0,0,0,0
7112,Mr,Current Account,0,3,0,1,0,0,0,0,0,1,0,0,0,1
7114,Mr,Invoice,0,5,0,0,0,2,0,0,0,0,0,0,0,0
7116,Mr,Invoice,0,4,0,0,0,1,1,1,0,0,0,0,0,0
7117,Mr,Invoice,1,1,0,0,0,0,0,0,0,1,0,0,0,0
7118,Mr,Invoice,0,4,0,0,0,2,0,0,0,0,0,0,0,0
7119,Mrs,Invoice,0,1,0,0,0,0,0,0,0,1,0,0,0,0
7120,Others,Cash,0,5,0,1,0,0,0,0,0,0,0,0,0,0
7121,Mrs,Credit Card,0,3,0,0,0,0,0,0,0,0,0,0,0,0
7122,Company,Invoice,0,3,0,0,0,1,0,0,0,0,0,0,0,0
7123,Mrs,Current Account,0,5,0,0,0,2,0,0,0,0,0,0,0,0
7124,Others,Current Account,0,3,0,0,0,0,2,0,0,0,0,0,0,0
7125,Mr,Invoice,1,4,0,1,0,1,0,0,0,0,0,0,0,0
7126,Mr,Invoice,1,2,0,0,0,0,0,0,0,1,0,0,0,0
7127,Mr,Cash,0,3,0,1,0,1,0,0,0,0,0,0,0,0
7128,Mr,Invoice,1,1,0,1,0,0,0,0,0,0,0,0,0,0
7130,Others,Cash,0,4,0,1,0,0,0,1,0,0,0,0,0,1
7131,Mrs,Invoice,1,1,0,0,0,0,0,0,0,0,0,0,0,0
7132,Company,Current Account,0,4,0,0,0,1,0,0,0,0,0,0,0,0
7133,Mrs,Invoice,0,3,0,0,0,1,0,0,0,0,0,0,0,0
7135,Mr,Credit Card,0,3,0,1,0,1,0,0,0,0,0,0,0,1
7136,Mr,Cash,0,4,0,1,0,0,0,0,0,0,0,1,0,1
7137,Mr,Invoice,0,4,0,1,0,2,0,0,0,0,0,0,0,0
7138,Others,Current Account,0,1,0,0,0,0,0,0,0,1,0,0,0,0
7141,Mrs,Invoice,1,3,0,1,0,0,0,0,0,0,0,0,0,0
7142,Company,Invoice,0,3,0,1,0,1,0,0,0,0,0,0,0,0
7143,Others,Cash,0,4,0,1,0,0,0,0,0,0,0,0,0,0
7144,Mrs,Cash,0,1,0,1,0,1,0,0,0,0,0,0,0,1
7146,Mr,Invoice,0,4,0,1,0,0,1,0,0,0,0,0,0,0
7147,Mr,Invoice,0,4,0,1,0,2,0,1,0,0,0,0,0,0
7148,Mr,Cash,0,4,0,1,0,1,1,0,0,0,0,0,0,0
7149,Mr,Invoice,0,3,0,0,0,1,0,0,0,0,0,0,0,0
7150,Mr,Invoice,0,2,0,0,0,0,0,0,0,0,0,0,0,0
7152,Mrs,Current Account,0,2,0,0,0,0,0,0,0,1,0,0,0,1
7153,Mrs,Current Account,0,4,0,1,0,0,0,0,0,0,0,0,0,0
7154,Company,Invoice,0,3,0,0,0,0,0,0,0,0,0,0,0,0
7155,Mr,Credit Card,0,3,0,0,0,1,0,0,0,0,0,0,0,0
7156,Mrs,Invoice,1,1,0,0,0,0,0,0,0,1,0,0,0,1
7157,Mrs,Invoice,0,2,0,1,1,0,0,0,0,0,0,0,0,0
7158,Mrs,Invoice,1,2,0,1,0,0,0,0,0,0,0,0,0,0
7160,Mr,Invoice,0,4,0,0,0,3,1,0,0,0,0,0,0,0
7161,Mr,Current Account,0,5,0,0,0,1,0,0,0,0,0,0,0,0
7163,Mr,Invoice,0,3,0,0,1,0,0,0,0,0,0,0,0,1
7164,Mrs,Current Account,1,1,0,0,0,0,0,0,0,0,0,0,0,0
7166,Mrs,Cash,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7167,Others,Invoice,0,5,0,1,0,3,0,0,0,0,0,0,0,1
7168,Company,Invoice,1,1,0,1,0,0,0,0,0,0,0,0,0,0
7169,Mr,Invoice,1,3,0,0,0,2,0,0,0,0,0,0,0,0
7170,Mr,Cash,0,1,0,1,0,0,1,0,0,0,0,0,0,0
7173,Mr,Invoice,0,1,0,1,1,1,0,0,0,0,0,0,0,0
7174,Mrs,Invoice,0,5,0,1,0,2,0,0,0,0,0,0,0,0
7175,Mrs,Invoice,0,2,0,0,1,0,0,0,0,0,0,0,0,0
7177,Mr,Cash,0,2,0,1,0,1,0,0,0,0,0,0,0,1
7178,Mrs,Cash,0,3,0,0,0,0,0,0,0,0,0,0,0,0
7179,Mrs,Credit Card,0,3,0,1,1,1,0,0,0,0,0,0,0,1
